Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,type_label,region_ordinal,region_frequency,region_target
2015-05-31,1.23,11.46294310041225,922.37,70469.69,50.55,23681.01,23222.49,458.52,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-05-24,1.19,11.527537290393498,680.27,71376.81,58.7,29355.13,28761.81,593.32,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-05-17,1.43,11.606948179983686,1150.55,81955.16,94.32,26657.44,26285.43,372.01,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-05-10,1.26,11.698814899312627,1420.43,102000.52,185.66,16821.3,16535.55,285.75,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-05-03,1.2,10.988654354403513,919.87,45490.05,217.24,12570.51,12201.95,368.56,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-04-26,1.22,10.811473091575172,875.65,35841.75,89.62,12778.44,12076.83,701.61,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-04-19,1.19,10.800916106752679,774.15,33941.51,47.15,14301.92,13602.97,698.95,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-04-12,1.13,10.78653768667021,864.27,30374.15,21.5,17104.37,16438.49,665.88,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-04-05,1.16,10.765599356901095,961.77,35577.66,93.76,10728.94,9869.16,755.61,104.17,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-03-29,1.02,11.124318653868793,1402.28,58623.22,89.5,7684.08,7208.49,475.59,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-03-22,1.12,10.74393018372611,2141.83,34313.56,141.8,9749.66,9252.6,497.06,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-03-15,1.11,10.670042942615881,2128.26,30447.17,99.67,10370.69,9989.59,381.1,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-03-08,1.07,10.60926365154609,795.68,30370.64,159.05,9181.99,8827.55,354.44,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-03-01,0.99,10.925879845426161,629.46,45633.34,181.49,9151.45,8986.06,165.39,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-02-22,1.07,10.729329369487724,1088.38,35056.13,151.0,9379.54,9000.16,379.38,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-02-15,1.06,10.635100834678573,986.66,30045.51,222.42,10313.03,9979.87,333.16,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-02-08,0.99,10.84456786790858,1357.37,39111.81,163.25,10621.54,10113.1,508.44,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-02-01,0.99,11.16866739727515,1353.9,60017.2,179.32,9323.18,9170.82,152.36,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-01-25,1.06,10.717712335701886,941.38,33196.16,164.14,10845.82,10103.35,742.47,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-01-18,1.17,10.703520385141918,914.14,31540.32,135.77,11921.05,11651.09,269.96,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-01-11,1.24,10.626098385179915,1002.85,31640.34,127.12,8424.77,8036.04,388.73,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-01-04,1.22,10.618256293365516,2819.5,28287.42,49.9,9716.46,9186.93,529.53,0.0,conventional,2015.0,Albany,0,0,338,1.5610355029585792
2015-12-27,0.99,12.863855541348741,276269.395,27350.92,297.9,66354.31,48605.95,17748.36,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-12-20,1.08,12.711016596118519,251774.15,20702.45,103.06,58797.87,46930.26,11867.61,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-12-13,0.96,12.942694626806484,276269.395,31019.08,275.8,61545.31,38903.57,22628.21,13.53,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-12-06,1.07,12.787276077315633,276269.395,23740.85,181.92,50690.04,37032.67,13654.66,2.71,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-11-29,0.99,12.716743627339715,250288.65,28889.63,307.83,53794.68,33031.72,20738.55,24.41,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-11-22,1.0,12.783852660493233,269799.03,29732.3,501.16,56382.08,36992.3,19389.78,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-11-15,1.13,12.736293990287788,263915.78,28442.45,455.97,47046.48,33656.42,13390.06,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-11-08,1.12,12.719023808735855,250441.38,34483.33,488.24,48628.65,35662.93,12941.12,24.6,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-11-01,0.99,12.945840352582714,276269.395,62980.07,252.79,65398.38,39460.77,25929.39,8.22,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-10-25,1.09,12.789625583065302,236814.29,64607.97,304.36,56751.46,31826.88,24924.58,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-10-18,1.09,12.763037723435808,228710.28,59731.79,291.22,60339.19,36884.35,23454.84,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-10-11,0.95,12.98051281337672,255933.32,91047.32,599.71,86294.11,41159.96,45134.15,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-10-04,0.96,12.944869970314734,265797.09,92780.33,644.43,59460.41,14875.64,44584.77,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-09-27,1.07,12.822128635484916,262107.44,61870.63,680.8,45662.3,20533.87,25125.65,2.78,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-09-20,0.93,13.154702001678366,276269.395,82762.72,1349.41,86201.96,33698.43,52442.25,61.28,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-09-13,1.07,12.941400529147739,276269.395,62485.97,714.93,75983.02,46290.32,29678.76,13.94,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-09-06,0.97,13.065025599244269,276269.395,73675.85,911.25,94436.19,49833.55,44549.67,52.97,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-08-30,1.15,12.855721649620595,275818.27,44839.12,1034.09,61281.24,47138.07,14112.5,30.67,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-08-23,1.12,12.845437357329555,274462.42,46223.69,950.09,57418.09,45534.11,11883.98,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-08-16,1.09,13.050254534889461,276269.395,41992.44,1424.96,59216.9,45068.25,14148.65,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-08-09,1.01,13.1299201926176,276269.395,47040.07,4251.74,67472.2,45820.45,21568.48,83.27,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-08-02,1.15,12.913860723175876,276269.395,41906.78,3515.48,53888.32,42126.47,11720.3,41.55,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-07-26,1.08,12.988554803511484,276269.395,44087.07,708.0,57210.66,45114.22,12096.44,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-07-19,0.97,13.23070462825386,276269.395,47838.42,1982.03,61292.37,45099.87,16192.5,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-07-12,1.14,12.917074184192776,276269.395,37953.24,867.46,58303.85,46023.59,12280.26,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-07-05,1.01,13.24008121982457,276269.395,54675.38,848.55,70560.49,50684.74,19851.0,24.75,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-06-28,1.13,12.983587881330994,276269.395,37698.53,816.56,65342.19,52099.76,13108.03,134.4,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-06-21,0.99,13.22629944702043,276269.395,30231.78,678.4,74542.11,55484.76,19010.81,46.54,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-06-14,1.1,13.051524045114515,276269.395,17701.12,471.72,61261.44,48612.13,12578.28,71.03,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-06-07,0.99,13.21950832753314,276269.395,22414.17,738.68,72290.28,50954.84,21329.99,5.45,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-05-31,1.1,13.027399737548098,276269.395,19543.18,522.81,51735.02,40505.16,11199.95,29.91,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-05-24,0.96,13.342643697581641,276269.395,27284.43,1260.8,56539.87,33867.0,22651.15,21.72,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-05-17,1.11,13.019780555935151,276269.395,18618.84,838.68,45392.29,33710.2,11682.09,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-05-10,1.1,13.081691746578887,276269.395,18860.63,1089.33,46668.26,34108.44,12559.82,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-05-03,1.0,13.360141873573394,276269.395,28568.26,1059.73,66181.63,32520.82,33660.81,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-04-26,1.12,13.013881907743249,276269.395,18366.33,1041.78,41511.84,31315.29,10196.55,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-04-19,1.12,12.973787588952463,276269.395,18040.85,873.24,43342.6,29661.72,13680.88,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-04-12,0.99,13.019450729937706,276269.395,22419.95,219.14,50884.32,25833.07,25051.25,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-04-05,1.04,12.85615701552416,276269.395,19254.39,374.51,45037.12,28612.48,16289.92,134.72,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-03-29,1.11,12.80963187804485,276269.395,16651.99,261.01,43780.25,29313.92,14466.33,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-03-22,1.0,13.080690229088766,276269.395,23419.6,304.89,62275.1,40495.12,21766.54,13.44,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-03-15,1.12,12.898137290359692,276269.395,16508.21,310.7,46575.23,34911.7,11625.94,37.59,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-03-08,1.1,12.949977862252544,276269.395,15788.71,236.97,43241.42,33847.33,9394.09,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-03-01,0.99,13.147121236646578,276269.395,21183.7,347.78,49456.96,32180.9,17273.38,2.68,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-02-22,1.1,12.974581347936304,276269.395,18324.76,237.47,43430.04,33423.74,10006.3,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-02-15,1.06,12.965457558999324,276269.395,17420.41,638.18,44885.92,26727.66,18158.26,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-02-08,1.03,12.980534593583162,276269.395,17162.5,524.85,38940.18,18044.41,20895.77,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-02-01,0.96,13.364167523751895,276269.395,31583.38,294.94,51694.49,10553.73,41140.76,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-01-25,1.1,13.015521431637248,276269.395,18718.27,594.25,36612.16,13176.39,23435.77,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-01-18,1.11,12.975004226181527,276269.395,18701.9,511.69,40040.48,16782.71,23257.77,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-01-11,1.11,12.893060194449735,276269.395,18958.22,1135.18,47038.08,21309.61,25728.47,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-01-04,1.0,12.983153009883788,276269.395,23821.16,82.15,46815.79,16707.15,30108.64,0.0,conventional,2015.0,Atlanta,0,1,338,1.3359763313609472
2015-12-27,1.17,13.299371509593115,40450.49,371003.98,15608.55,144911.1,142543.88,2367.22,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-12-20,1.11,13.373407502489949,44741.37,371003.98,15608.55,144238.07,141751.91,2486.16,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-12-13,1.15,13.336684654650007,44400.26,371003.98,15608.55,150966.28,149070.4,1895.88,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-12-06,1.04,13.38340715502808,51129.29,371003.98,15608.55,118664.97,117112.77,1552.2,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-11-29,1.16,13.210009811036132,41028.15,371003.98,15608.55,105468.28,103615.95,1852.33,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-11-22,1.12,13.256930633337154,40867.8,371003.98,15608.55,121670.73,119007.61,2663.12,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-11-15,1.04,13.484686412802146,47109.75,371003.98,15608.55,129760.36,125297.67,4462.69,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-11-08,1.05,13.63034684205983,58579.27,371003.98,15608.55,144840.21,138777.63,6062.58,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-11-01,1.12,13.517403224164354,51860.07,371003.98,15608.55,157925.7,152716.4,5209.3,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-10-25,1.19,13.395276468381285,53766.25,371003.98,15608.55,156128.69,149987.55,6141.14,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-10-18,0.99,13.821099689627946,59121.55,371003.98,15608.55,151925.64,146421.02,5504.62,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-10-11,1.24,13.390191365436035,34707.02,371003.98,15608.55,168354.42,163669.01,4685.41,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-10-04,1.28,13.39611645018666,35342.34,371003.98,15608.55,172234.02,167494.61,4739.41,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-09-27,1.19,13.453511192991257,34309.05,371003.98,15608.55,151893.12,146792.81,5100.31,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-09-20,1.17,13.471991015312804,39619.87,371003.98,15608.55,174029.62,168889.78,5139.84,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-09-13,1.09,13.737543189450559,55699.25,371003.98,15608.55,151499.56,145686.02,5813.54,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-09-06,1.18,13.621469831163154,63903.73,371003.98,15608.55,168970.84,165696.58,3268.72,5.54,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-08-30,1.24,13.507247870061994,48455.25,371003.98,15608.55,185304.24,181968.79,3158.9,176.55,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-08-23,1.16,13.572083122568412,59242.02,371003.98,15608.55,178376.77,175047.15,3060.44,269.18,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-08-16,1.14,13.690803793520418,86492.03,371003.98,15608.55,155975.35,153156.63,2796.82,21.9,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-08-09,1.16,13.618916978645894,56362.75,371003.98,15608.55,164862.89,161564.81,3298.08,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-08-02,1.17,13.593122009064,53957.63,371003.98,15608.55,166728.92,163667.68,3061.24,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-07-26,1.2,13.55794004110662,52746.41,371003.98,15608.55,178660.25,174774.8,3880.04,5.41,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-07-19,1.18,13.5926111518442,52954.94,371003.98,15608.55,200713.09,196837.6,3862.02,13.47,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-07-12,1.1,13.654088179975258,58827.99,371003.98,15608.55,193887.17,189236.32,4406.05,244.8,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-07-05,1.16,13.706030200734912,66504.67,371003.98,15608.55,206108.89,200097.99,5890.57,120.33,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-06-28,1.15,13.667315190013182,65051.95,371003.98,15608.55,211564.63,204070.045,4022.51,164.03,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-06-21,1.16,13.667986558113364,58398.76,371003.98,15608.55,224622.73,204070.045,3488.37,230.01,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-06-14,1.09,13.76951669150767,64005.15,371003.98,15608.55,249197.18,204070.045,3668.3,331.25,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-06-07,1.26,13.585230716293342,62585.45,371003.98,15608.55,225052.84,204070.045,3626.41,260.58,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-05-31,1.19,13.763351689075177,67744.84,371003.98,15608.55,217785.55,204070.045,5730.22,268.04,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-05-24,1.18,13.71972938025785,63610.12,371003.98,15608.55,234503.17,204070.045,5548.94,111.28,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-05-17,1.27,13.580869740659471,63515.06,371003.98,15608.55,227331.17,204070.045,5152.19,15.88,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-05-10,1.26,13.659098613403925,79192.07,371003.98,15608.55,224519.06,204070.045,8947.03,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-05-03,1.17,13.706781095996494,73038.46,371003.98,15608.55,209686.17,201874.28,7767.45,44.44,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-04-26,1.29,13.524947125044172,58013.85,371003.98,15608.55,218351.8,204070.045,6184.29,102.78,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-04-19,1.28,13.544834552481722,67486.78,371003.98,15608.55,225627.29,204070.045,5741.41,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-04-12,1.15,13.638332494699315,70796.72,371003.98,15608.55,201392.01,196076.34,5315.67,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-04-05,1.29,13.441640696553845,53579.17,371003.98,15608.55,191339.73,184109.06,6357.06,331.25,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-03-29,1.25,13.405552853239634,58098.15,371003.98,15608.55,163768.62,158964.08,4804.54,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-03-22,1.1,13.603428366121905,65158.96,371003.98,15608.55,176385.62,171699.95,4685.67,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-03-15,1.24,13.449793615228165,53400.14,371003.98,15608.55,197864.76,193130.9,4733.86,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-03-08,1.26,13.396575485854564,55284.8,367670.93,15608.55,192522.26,188374.49,4147.77,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-03-01,1.16,13.554296743475357,59039.85,371003.98,15608.55,171961.07,168224.2,3736.87,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-02-22,1.11,13.527624184644491,50501.07,371003.98,15608.55,190762.55,186976.97,3785.58,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-02-15,1.25,13.365027696688268,49751.74,361677.37,15608.55,179990.18,174864.87,5125.31,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-02-08,1.09,13.647011678269054,71703.52,371003.98,15608.55,180932.96,175771.39,5161.57,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-02-01,1.06,13.822902926951427,93166.54,371003.98,15608.55,164589.36,159916.87,4672.49,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-01-25,1.2,13.44869214252192,49696.14,371003.98,15608.55,217350.64,204070.045,7588.83,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-01-18,1.23,13.39656855307266,49947.16,371003.98,15608.55,173858.5,169390.88,4467.62,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-01-11,1.17,13.415380602585161,51460.64,371003.98,15608.55,155406.52,151330.87,4075.65,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-01-04,1.08,13.577286439359169,53987.31,371003.98,15608.55,141136.68,137146.07,3990.61,0.0,conventional,2015.0,BaltimoreWashington,0,2,338,1.5342307692307684
2015-12-27,0.97,11.049471380553525,30482.25,2971.94,5894.4,23561.1,23520.19,5.69,35.22,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-12-20,1.03,10.959628049015913,25628.22,2546.09,7393.84,21935.9,21900.35,11.43,24.12,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-12-13,0.99,10.976133104762695,27148.61,2985.73,6458.44,21868.27,21842.87,4.44,20.96,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-12-06,0.71,11.464746683868075,35590.98,12526.5,4086.26,43091.6,42734.53,0.0,331.25,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-11-29,1.06,10.801005778356984,24189.98,2789.67,6031.49,16057.99,15860.63,0.0,197.36,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-11-22,1.09,10.875715797698817,25408.86,3255.97,6662.8,17547.95,17530.67,4.32,12.96,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-11-15,1.01,11.136765049150505,24424.72,12085.72,6502.37,25635.41,25200.25,8.65,331.25,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-11-08,1.11,10.930403139088078,31910.27,4651.88,6285.73,12999.91,12777.83,119.79,102.29,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-11-01,1.14,10.889052636277917,30434.99,4359.52,6428.27,12362.73,12331.82,0.0,30.91,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-10-25,1.11,11.000021850342591,29521.58,10089.82,6551.57,13711.48,13660.98,0.0,50.5,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-10-18,1.16,10.900291158461359,29614.23,9069.38,6586.27,8921.26,8918.0,0.0,3.26,conventional,2015.0,Boise,0,3,338,1.343136094674556
2015-10-11,0.94,11.301033254264498,26114.19,33415.88,7604.48,13769.64,13543.47,185.46,40.71,conventional,2015.0,Boise,0,3,338,1.343136094674556
